"sppKey","english","order","family","genus","species","genSp","mass"
4451,"Thick-billed Kingbird","Passeriformes","Tyrannidae","Tyrannus","crassirostris","Tyrannus crassirostris",55.65
4470,"Western Kingbird","Passeriformes","Tyrannidae","Tyrannus","verticalis","Tyrannus verticalis",37.9
4440,"Eastern Kingbird","Passeriformes","Tyrannidae","Tyrannus","tyrannus","Tyrannus tyrannus",42.2
4450,"Gray Kingbird","Passeriformes","Tyrannidae","Tyrannus","dominicensis","Tyrannus dominicensis",43.8
4452,"Loggerhead Kingbird","Passeriformes","Tyrannidae","Tyrannus","caudifasciatus","Tyrannus caudifasciatus",44.4
4430,"Scissor-tailed Flycatcher","Passeriformes","Tyrannidae","Tyrannus","forficatus","Tyrannus forficatus",39.3
4420,"Fork-tailed Flycatcher","Passeriformes","Tyrannidae","Tyrannus","savana","Tyrannus savana",29.65
16010,"Thrush-like Schiffornis","Passeriformes","Tityridae","Schiffornis","turdina","Schiffornis turdina",32
15590,"Speckled Mourner","Passeriformes","Tityridae","Laniocera","rufescens","Laniocera rufescens",49
15890,"Masked Tityra","Passeriformes","Tityridae","Tityra","semifasciata","Tityra semifasciata",79
15900,"Black-crowned Tityra","Passeriformes","Tityridae","Tityra","inquisitor","Tityra inquisitor",43
15830,"Cinnamon Becard","Passeriformes","Tityridae","Pachyramphus","cinnamomeus","Pachyramphus cinnamomeus",20
15840,"White-winged Becard","Passeriformes","Tityridae","Pachyramphus","polychopterus","Pachyramphus polychopterus",22
15860,"Gray-collared Becard","Passeriformes","Tityridae","Pachyramphus","major","Pachyramphus major",25
4411,"Rose-throated Becard","Passeriformes","Tityridae","Pachyramphus","aglaiae","Pachyramphus aglaiae",30
15920,"Lovely Cotinga","Passeriformes","Cotingidae","Cotinga","amabilis","Cotinga amabilis",71.9
15910,"Rufous Piha","Passeriformes","Cotingidae","Lipaugus","unirufus","Lipaugus unirufus",82
16050,"White-collared Manakin","Passeriformes","Pipridae","Manacus","candei","Manacus candei",18.2
16090,"Long-tailed Manakin","Passeriformes","Pipridae","Chiroxiphia","linearis","Chiroxiphia linearis",19.05
16130,"Red-capped Manakin","Passeriformes","Pipridae","Pipra","mentalis","Pipra mentalis",17.55
6211,"Brown Shrike","Passeriformes","Laniidae","Lanius","cristatus","Lanius cristatus",33.8
6220,"Loggerhead Shrike","Passeriformes","Laniidae","Lanius","ludovicianus","Lanius ludovicianus",47.7
6210,"Northern Shrike","Passeriformes","Laniidae","Lanius","excubitor","Lanius excubitor",63.4
17260,"Slaty Vireo","Passeriformes","Vireonidae","Vireo","brevipennis","Vireo brevipennis",11.8
6310,"White-eyed Vireo","Passeriformes","Vireonidae","Vireo","griseus","Vireo griseus",11.6
17270,"Thick-billed Vireo","Passeriformes","Vireonidae","Vireo","crassirostris","Vireo crassirostris",13.1
17280,"Mangrove Vireo","Passeriformes","Vireonidae","Vireo","pallens","Vireo pallens",11.6
17290,"Cozumel Vireo","Passeriformes","Vireonidae","Vireo","bairdi","Vireo bairdi",12
17330,"Puerto Rican Vireo","Passeriformes","Vireonidae","Vireo","latimeri","Vireo latimeri",11.2
6330,"Bell's Vireo","Passeriformes","Vireonidae","Vireo","bellii","Vireo bellii",9.8
6300,"Black-capped Vireo","Passeriformes","Vireonidae","Vireo","atricapilla","Vireo atricapilla",8.85
17350,"Dwarf Vireo","Passeriformes","Vireonidae","Vireo","nelsoni","Vireo nelsoni",9.4
6340,"Gray Vireo","Passeriformes","Vireonidae","Vireo","vicinior","Vireo vicinior",12.4
6280,"Yellow-throated Vireo","Passeriformes","Vireonidae","Vireo","flavifrons","Vireo flavifrons",18
6292,"Plumbeous Vireo","Passeriformes","Vireonidae","Vireo","plumbeus","Vireo plumbeus",16.25
6291,"Cassin's Vireo","Passeriformes","Vireonidae","Vireo","cassinii","Vireo cassinii",14.6
6290,"Blue-headed Vireo","Passeriformes","Vireonidae","Vireo","solitarius","Vireo solitarius",15.35
6295,"unid. Plumbeous / Cassin's / Blue-headed Vireo","Passeriformes","Vireonidae","Vireo","plumbeus / cassinii / solitarius","Vireo plumbeus",16.25
6320,"Hutton's Vireo","Passeriformes","Vireonidae","Vireo","huttoni","Vireo huttoni",10.9
17380,"Golden Vireo","Passeriformes","Vireonidae","Vireo","hypochryseus","Vireo hypochryseus",12
6270,"Warbling Vireo","Passeriformes","Vireonidae","Vireo","gilvus","Vireo gilvus",11.7
17390,"Brown-capped Vireo","Passeriformes","Vireonidae","Vireo","leucophrys","Vireo leucophrys",13
6260,"Philadelphia Vireo","Passeriformes","Vireonidae","Vireo","philadelphicus","Vireo philadelphicus",12.2
6240,"Red-eyed Vireo","Passeriformes","Vireonidae","Vireo","olivaceus","Vireo olivaceus",16.4
6250,"Yellow-green Vireo","Passeriformes","Vireonidae","Vireo","flavoviridis","Vireo flavoviridis",18
6230,"Black-whiskered Vireo","Passeriformes","Vireonidae","Vireo","altiloquus","Vireo altiloquus",17.9
6231,"Yucatan Vireo","Passeriformes","Vireonidae","Vireo","magister","Vireo magister",15.4
17420,"Tawny-crowned Greenlet","Passeriformes","Vireonidae","Hylophilus","ochraceiceps","Hylophilus ochraceiceps",11
17440,"Lesser Greenlet","Passeriformes","Vireonidae","Hylophilus","decurtatus","Hylophilus decurtatus",9
17450,"Chestnut-sided Shrike-Vireo","Passeriformes","Vireonidae","Vireolanius","melitophrys","Vireolanius melitophrys",35
17460,"Green Shrike-Vireo","Passeriformes","Vireonidae","Vireolanius","pulchellus","Vireolanius pulchellus",24
17480,"Rufous-browed Peppershrike","Passeriformes","Vireonidae","Cyclarhis","gujanensis","Cyclarhis gujanensis",29
4840,"Gray Jay","Passeriformes","Corvidae","Perisoreus","canadensis","Perisoreus canadensis",71.7
16340,"White-throated Jay","Passeriformes","Corvidae","Cyanolyca","mirabilis","Cyanolyca mirabilis",52
16320,"Dwarf Jay","Passeriformes","Corvidae","Cyanolyca","nana","Cyanolyca nana",41
16310,"Black-throated Jay","Passeriformes","Corvidae","Cyanolyca","pumilo","Cyanolyca pumilo",47
16300,"Azure-hooded Jay","Passeriformes","Corvidae","Cyanolyca","cucullata","Cyanolyca cucullata",109
16230,"Black-throated Magpie-Jay","Passeriformes","Corvidae","Calocitta","colliei","Calocitta colliei",234
16240,"White-throated Magpie-Jay","Passeriformes","Corvidae","Calocitta","formosa","Calocitta formosa",210
4832,"Brown Jay","Passeriformes","Corvidae","Psilorhinus","morio","Psilorhinus morio",243.5
16250,"Tufted Jay","Passeriformes","Corvidae","Cyanocorax","dickeyi","Cyanocorax dickeyi",176
4830,"Green Jay","Passeriformes","Corvidae","Cyanocorax","yncas","Cyanocorax yncas",82.35
4831,"San Blas Jay","Passeriformes","Corvidae","Cyanocorax","sanblasianus","Cyanocorax sanblasianus",73
16280,"Yucatan Jay","Passeriformes","Corvidae","Cyanocorax","yucatanicus","Cyanocorax yucatanicus",118
16290,"Purplish-backed Jay","Passeriformes","Corvidae","Cyanocorax","beecheii","Cyanocorax beecheii",193
4920,"Pinyon Jay","Passeriformes","Corvidae","Gymnorhinus","cyanocephalus","Gymnorhinus cyanocephalus",105
4780,"Steller's Jay","Passeriformes","Corvidae","Cyanocitta","stelleri","Cyanocitta stelleri",94
4770,"Blue Jay","Passeriformes","Corvidae","Cyanocitta","cristata","Cyanocitta cristata",71.65
4790,"Florida Scrub-Jay","Passeriformes","Corvidae","Aphelocoma","coerulescens","Aphelocoma coerulescens",77.1
4811,"Island Scrub-Jay","Passeriformes","Corvidae","Aphelocoma","insularis","Aphelocoma insularis",117.95
4810,"Western Scrub-Jay","Passeriformes","Corvidae","Aphelocoma","californica","Aphelocoma californica",93.05
4821,"Transvolcanic Jay","Passeriformes","Corvidae","Aphelocoma","ultramarina","Aphelocoma ultramarina",130.15
4820,"Mexican Jay","Passeriformes","Corvidae","Aphelocoma","wollweberi","Aphelocoma wollweberi",130.15
16350,"Unicolored Jay","Passeriformes","Corvidae","Aphelocoma","unicolor","Aphelocoma unicolor",124
4910,"Clark's Nutcracker","Passeriformes","Corvidae","Nucifraga","columbiana","Nucifraga columbiana",130
4750,"Black-billed Magpie","Passeriformes","Corvidae","Pica","hudsonia","Pica hudsonia",228
4760,"Yellow-billed Magpie","Passeriformes","Corvidae","Pica","nuttalli","Pica nuttalli",154.05
4903,"Eurasian Jackdaw","Passeriformes","Corvidae","Corvus","monedula","Corvus monedula",224.5
4880,"American Crow","Passeriformes","Corvidae","Corvus","brachyrhynchos","Corvus brachyrhynchos",399.7
4890,"Northwestern Crow","Passeriformes","Corvidae","Corvus","caurinus","Corvus caurinus",387
16380,"White-necked Crow","Passeriformes","Corvidae","Corvus","leucognaphalus","Corvus leucognaphalus",467.828571428571
4891,"Tamaulipas Crow","Passeriformes","Corvidae","Corvus","imparatus","Corvus imparatus",467.828571428571
16351,"Sinaloa Crow","Passeriformes","Corvidae","Corvus","sinaloae","Corvus sinaloae",244
4900,"Fish Crow","Passeriformes","Corvidae","Corvus","ossifragus","Corvus ossifragus",285.05
4870,"Chihuahuan Raven","Passeriformes","Corvidae","Corvus","cryptoleucus","Corvus cryptoleucus",534
4860,"Common Raven","Passeriformes","Corvidae","Corvus","corax","Corvus corax",1200.55
4730,"Sky Lark","Passeriformes","Alaudidae","Alauda","arvensis","Alauda arvensis",36.4
4740,"Horned Lark","Passeriformes","Alaudidae","Eremophila","alpestris","Eremophila alpestris",38.35
6110,"Purple Martin","Passeriformes","Hirundinidae","Progne","subis","Progne subis",48.5
6111,"Cuban Martin","Passeriformes","Hirundinidae","Progne","cryptoleuca","Progne cryptoleuca",41.4
6113,"Caribbean Martin","Passeriformes","Hirundinidae","Progne","dominicensis","Progne dominicensis",40
16160,"Sinaloa Martin","Passeriformes","Hirundinidae","Progne","sinaloae","Progne sinaloae",41.4
6112,"Gray-breasted Martin","Passeriformes","Hirundinidae","Progne","chalybea","Progne chalybea",42
6114,"Southern Martin","Passeriformes","Hirundinidae","Progne","elegans","Progne elegans",41.4
6115,"Brown-chested Martin","Passeriformes","Hirundinidae","Progne","tapera","Progne tapera",35.1
6140,"Tree Swallow","Passeriformes","Hirundinidae","Tachycineta","bicolor","Tachycineta bicolor",21.2
16170,"Mangrove Swallow","Passeriformes","Hirundinidae","Tachycineta","albilinea","Tachycineta albilinea",14
6150,"Violet-green Swallow","Passeriformes","Hirundinidae","Tachycineta","thalassina","Tachycineta thalassina",14.15
6151,"Bahama Swallow","Passeriformes","Hirundinidae","Tachycineta","cyaneoviridis","Tachycineta cyaneoviridis",18
16190,"Blue-and-white Swallow","Passeriformes","Hirundinidae","Pygochelidon","cyanoleuca","Pygochelidon cyanoleuca",11.6
16200,"Black-capped Swallow","Passeriformes","Hirundinidae","Notiochelidon","pileata","Notiochelidon pileata",12
6170,"Northern Rough-winged Swallow","Passeriformes","Hirundinidae","Stelgidopteryx","serripennis","Stelgidopteryx serripennis",13.9
16220,"Southern Rough-winged Swallow","Passeriformes","Hirundinidae","Stelgidopteryx","ruficollis","Stelgidopteryx ruficollis",15
6160,"Bank Swallow","Passeriformes","Hirundinidae","Riparia","riparia","Riparia riparia",13.15
6120,"Cliff Swallow","Passeriformes","Hirundinidae","Petrochelidon","pyrrhonota","Petrochelidon pyrrhonota",24.05
6121,"Cave Swallow","Passeriformes","Hirundinidae","Petrochelidon","fulva","Petrochelidon fulva",18.1
6122,"unid. Cave Swallow / Cliff Swallow","Passeriformes","Hirundinidae","Petrochelidon","pyrrhonota / fulva","Petrochelidon pyrrhonota",24.05
6130,"Barn Swallow","Passeriformes","Hirundinidae","Hirundo","rustica","Hirundo rustica",19.1
6152,"Common House-Martin","Passeriformes","Hirundinidae","Delichon","urbicum","Delichon urbicum",19.55
7360,"Carolina Chickadee","Passeriformes","Paridae","Poecile","carolinensis","Poecile carolinensis",10
7350,"Black-capped Chickadee","Passeriformes","Paridae","Poecile","atricapillus","Poecile atricapillus",12.95
7380,"Mountain Chickadee","Passeriformes","Paridae","Poecile","gambeli","Poecile gambeli",11.3
7370,"Mexican Chickadee","Passeriformes","Paridae","Poecile","sclateri","Poecile sclateri",10.3
7410,"Chestnut-backed Chickadee","Passeriformes","Paridae","Poecile","rufescens","Poecile rufescens",9.4
7400,"Boreal Chickadee","Passeriformes","Paridae","Poecile","hudsonicus","Poecile hudsonicus",9.8
7390,"Gray-headed Chickadee","Passeriformes","Paridae","Poecile","cinctus","Poecile cinctus",12.05
7340,"Bridled Titmouse","Passeriformes","Paridae","Baeolophus","wollweberi","Baeolophus wollweberi",10.4
7330,"Oak Titmouse","Passeriformes","Paridae","Baeolophus","inornatus","Baeolophus inornatus",15.95
7331,"Juniper Titmouse","Passeriformes","Paridae","Baeolophus","ridgwayi","Baeolophus ridgwayi",16.93
7332,"unid. Oak Titmouse / Juniper Titmouse","Passeriformes","Paridae","Baeolophus","inornatus / ridgwayi","Baeolophus inornatus",16.93
7310,"Tufted Titmouse","Passeriformes","Paridae","Baeolophus","bicolor","Baeolophus bicolor",21.15
7320,"Black-crested Titmouse","Passeriformes","Paridae","Baeolophus","atricristatus","Baeolophus atricristatus",16
7315,"unid. Tufted Titmouse / Black-crested Titmouse","Passeriformes","Paridae","Baeolophus","bicolor / atricristatus","Baeolophus bicolor",21.15
7460,"Verdin","Passeriformes","Remizidae","Auriparus","flaviceps","Auriparus flaviceps",8
7430,"Bushtit","Passeriformes","Aegithalidae","Psaltriparus","minimus","Psaltriparus minimus",5.3
7280,"Red-breasted Nuthatch","Passeriformes","Sittidae","Sitta","canadensis","Sitta canadensis",10.5
7270,"White-breasted Nuthatch","Passeriformes","Sittidae","Sitta","carolinensis","Sitta carolinensis",21.1
7300,"Pygmy Nuthatch","Passeriformes","Sittidae","Sitta","pygmaea","Sitta pygmaea",10.4
7290,"Brown-headed Nuthatch","Passeriformes","Sittidae","Sitta","pusilla","Sitta pusilla",11.15
7260,"Brown Creeper","Passeriformes","Certhiidae","Certhia","americana","Certhia americana",7.9
16420,"Band-backed Wren","Passeriformes","Troglodytidae","Campylorhynchus","zonatus","Campylorhynchus zonatus",35
16430,"Gray-barred Wren","Passeriformes","Troglodytidae","Campylorhynchus","megalopterus","Campylorhynchus megalopterus",33
16440,"Giant Wren","Passeriformes","Troglodytidae","Campylorhynchus","chiapensis","Campylorhynchus chiapensis",51
16450,"Rufous-naped Wren","Passeriformes","Troglodytidae","Campylorhynchus","rufinucha","Campylorhynchus rufinucha",30
16460,"Spotted Wren","Passeriformes","Troglodytidae","Campylorhynchus","gularis","Campylorhynchus gularis",30
16470,"Boucard's Wren","Passeriformes","Troglodytidae","Campylorhynchus","jocosus","Campylorhynchus jocosus",28
16480,"Yucatan Wren","Passeriformes","Troglodytidae","Campylorhynchus","yucatanicus","Campylorhynchus yucatanicus",36
7130,"Cactus Wren","Passeriformes","Troglodytidae","Campylorhynchus","brunneicapillus","Campylorhynchus brunneicapillus",38.9
7150,"Rock Wren","Passeriformes","Troglodytidae","Salpinctes","obsoletus","Salpinctes obsoletus",16.5
7170,"Canyon Wren","Passeriformes","Troglodytidae","Catherpes","mexicanus","Catherpes mexicanus",11.25
16490,"Sumichrast's Wren","Passeriformes","Troglodytidae","Hylorchilus","sumichrasti","Hylorchilus sumichrasti",NA
16500,"Nava's Wren","Passeriformes","Troglodytidae","Hylorchilus","navai","Hylorchilus navai",NA
16580,"Spot-breasted Wren","Passeriformes","Troglodytidae","Thryothorus","maculipectus","Thryothorus maculipectus",16
16590,"Rufous-and-white Wren","Passeriformes","Troglodytidae","Thryothorus","rufalbus","Thryothorus rufalbus",28
16600,"Sinaloa Wren","Passeriformes","Troglodytidae","Thryothorus","sinaloa","Thryothorus sinaloa",15
16610,"Banded Wren","Passeriformes","Troglodytidae","Thryothorus","pleurostictus","Thryothorus pleurostictus",18
7180,"Carolina Wren","Passeriformes","Troglodytidae","Thryothorus","ludovicianus","Thryothorus ludovicianus",19.3
16620,"Happy Wren","Passeriformes","Troglodytidae","Thryothorus","felix","Thryothorus felix",13
16640,"Plain Wren","Passeriformes","Troglodytidae","Thryothorus","modestus","Thryothorus modestus",20
7190,"Bewick's Wren","Passeriformes","Troglodytidae","Thryomanes","bewickii","Thryomanes bewickii",9.9
7210,"House Wren","Passeriformes","Troglodytidae","Troglodytes","aedon","Troglodytes aedon",11.45
16650,"Socorro Wren","Passeriformes","Troglodytidae","Troglodytes","sissonii","Troglodytes sissonii",8
16670,"Clarion Wren","Passeriformes","Troglodytidae","Troglodytes","tanneri","Troglodytes tanneri",9.525
16680,"Rufous-browed Wren","Passeriformes","Troglodytidae","Troglodytes","rufociliatus","Troglodytes rufociliatus",11
7221,"Pacific Wren","Passeriformes","Troglodytidae","Troglodytes","pacificus","Troglodytes pacificus",8.9
7222,"Winter Wren","Passeriformes","Troglodytidae","Troglodytes","hiemalis","Troglodytes hiemalis",8.9
7220,"unid. Pacific Wren / Winter Wren","Passeriformes","Troglodytidae","Troglodytes","pacificus / hiemalis","Troglodytes pacificus",8.9
7240,"Sedge Wren","Passeriformes","Troglodytidae","Cistothorus","platensis","Cistothorus platensis",8
7250,"Marsh Wren","Passeriformes","Troglodytidae","Cistothorus","palustris","Cistothorus palustris",10
16700,"White-bellied Wren","Passeriformes","Troglodytidae","Uropsila","leucogastra","Uropsila leucogastra",10
16720,"White-breasted Wood-Wren","Passeriformes","Troglodytidae","Henicorhina","leucosticta","Henicorhina leucosticta",16
16730,"Gray-breasted Wood-Wren","Passeriformes","Troglodytidae","Henicorhina","leucophrys","Henicorhina leucophrys",18
16741,"Nightingale Wren","Passeriformes","Troglodytidae","Microcerculus","philomela","Microcerculus philomela",19
16770,"Long-billed Gnatwren","Passeriformes","Polioptilidae","Ramphocaenus","melanurus","Ramphocaenus melanurus",9.95
7510,"Blue-gray Gnatcatcher","Passeriformes","Polioptilidae","Polioptila","caerulea","Polioptila caerulea",6.25
7530,"California Gnatcatcher","Passeriformes","Polioptilidae","Polioptila","californica","Polioptila californica",6
7520,"Black-tailed Gnatcatcher","Passeriformes","Polioptilidae","Polioptila","melanura","Polioptila melanura",5.2
7531,"Black-capped Gnatcatcher","Passeriformes","Polioptilidae","Polioptila","nigriceps","Polioptila nigriceps",6
16790,"White-lored Gnatcatcher","Passeriformes","Polioptilidae","Polioptila","albiloris","Polioptila albiloris",6
16800,"Tropical Gnatcatcher","Passeriformes","Polioptilidae","Polioptila","plumbea","Polioptila plumbea",6
7010,"American Dipper","Passeriformes","Cinclidae","Cinclus","mexicanus","Cinclus mexicanus",56.8
7261,"Red-whiskered Bulbul","Passeriformes","Pycnonotidae","Pycnonotus","jocosus","Pycnonotus jocosus",27
7480,"Golden-crowned Kinglet","Passeriformes","Regulidae","Regulus","satrapa","Regulus satrapa",6.2
7490,"Ruby-crowned Kinglet","Passeriformes","Regulidae","Regulus","calendula","Regulus calendula",6.65
7473,"Wood Warbler","Passeriformes","Phylloscopidae","Phylloscopus","sibilatrix","Phylloscopus sibilatrix",9.95
7474,"Dusky Warbler","Passeriformes","Phylloscopidae","Phylloscopus","fuscatus","Phylloscopus fuscatus",10.35
7470,"Arctic Warbler","Passeriformes","Phylloscopidae","Phylloscopus","borealis","Phylloscopus borealis",9.5
7420,"Wrentit","Passeriformes","Sylviidae","Chamaea","fasciata","Chamaea fasciata",14.75
7471,"Middendorff's Grasshopper-Warbler","Passeriformes","Megaluridae","Locustella","ochotensis","Locustella ochotensis",19
7475,"Lanceolated Warbler","Passeriformes","Megaluridae","Locustella","lanceolata","Locustella lanceolata",11.45
7730,"Gray-streaked Flycatcher","Passeriformes","Muscicapidae","Muscicapa","griseisticta","Muscicapa griseisticta",16
7720,"Dark-sided Flycatcher","Passeriformes","Muscicapidae","Muscicapa","sibirica","Muscicapa sibirica",10
7641,"Siberian Rubythroat","Passeriformes","Muscicapidae","Luscinia","calliope","Luscinia calliope",24.7
7640,"Bluethroat","Passeriformes","Muscicapidae","Luscinia","svecica","Luscinia svecica",18.25
26320,"Narcissus Flycatcher","Passeriformes","Muscicapidae","Ficedula","narcissina","Ficedula narcissina",14
7710,"Taiga Flycatcher","Passeriformes","Muscicapidae","Ficedula","albicilla","Ficedula albicilla",14
7650,"Northern Wheatear","Passeriformes","Muscicapidae","Oenanthe","oenanthe","Oenanthe oenanthe",23.95
7660,"Eastern Bluebird","Passeriformes","Turdidae","Sialia","sialis","Sialia sialis",27.9
7670,"Western Bluebird","Passeriformes","Turdidae","Sialia","mexicana","Sialia mexicana",26.45
7680,"Mountain Bluebird","Passeriformes","Turdidae","Sialia","currucoides","Sialia currucoides",29.6
7540,"Townsend's Solitaire","Passeriformes","Turdidae","Myadestes","townsendi","Myadestes townsendi",32.5
16820,"Brown-backed Solitaire","Passeriformes","Turdidae","Myadestes","occidentalis","Myadestes occidentalis",42
16870,"Slate-colored Solitaire","Passeriformes","Turdidae","Myadestes","unicolor","Myadestes unicolor",37
16890,"Orange-billed Nightingale-Thrush","Passeriformes","Turdidae","Catharus","aurantiirostris","Catharus aurantiirostris",27
16910,"Russet Nightingale-Thrush","Passeriformes","Turdidae","Catharus","occidentalis","Catharus occidentalis",23.77
16920,"Ruddy-capped Nightingale-Thrush","Passeriformes","Turdidae","Catharus","frantzii","Catharus frantzii",31
16930,"Black-headed Nightingale-Thrush","Passeriformes","Turdidae","Catharus","mexicanus","Catharus mexicanus",33
16940,"Spotted Nightingale-Thrush","Passeriformes","Turdidae","Catharus","dryas","Catharus dryas",35
7560,"Veery","Passeriformes","Turdidae","Catharus","fuscescens","Catharus fuscescens",41.5
7570,"Gray-cheeked Thrush","Passeriformes","Turdidae","Catharus","minimus","Catharus minimus",29.3
7571,"Bicknell's Thrush","Passeriformes","Turdidae","Catharus","bicknelli","Catharus bicknelli",29.3
7580,"Swainson's Thrush","Passeriformes","Turdidae","Catharus","ustulatus","Catharus ustulatus",29.8
7590,"Hermit Thrush","Passeriformes","Turdidae","Catharus","guttatus","Catharus guttatus",27.31
7550,"Wood Thrush","Passeriformes","Turdidae","Hylocichla","mustelina","Hylocichla mustelina",50.15
7611,"Eurasian Blackbird","Passeriformes","Turdidae","Turdus","merula","Turdus merula",95.85
7613,"Eyebrowed Thrush","Passeriformes","Turdidae","Turdus","obscurus","Turdus obscurus",63
7614,"Dusky Thrush","Passeriformes","Turdidae","Turdus","naumanni","Turdus naumanni",72
7612,"Fieldfare","Passeriformes","Turdidae","Turdus","pilaris","Turdus pilaris",105.05
7600,"Redwing","Passeriformes","Turdidae","Turdus","iliacus","Turdus iliacus",62.85
16960,"Black Thrush","Passeriformes","Turdidae","Turdus","infuscatus","Turdus infuscatus",74
16970,"Mountain Thrush","Passeriformes","Turdidae","Turdus","plebejus","Turdus plebejus",81
7621,"Clay-colored Thrush","Passeriformes","Turdidae","Turdus","grayi","Turdus grayi",72.45
17020,"White-throated Thrush","Passeriformes","Turdidae","Turdus","assimilis","Turdus assimilis",68
7622,"Rufous-backed Robin","Passeriformes","Turdidae","Turdus","rufopalliatus","Turdus rufopalliatus",77
17030,"Rufous-collared Robin","Passeriformes","Turdidae","Turdus","rufitorques","Turdus rufitorques",72
7610,"American Robin","Passeriformes","Turdidae","Turdus","migratorius","Turdus migratorius",79.95
17070,"Red-legged Thrush","Passeriformes","Turdidae","Turdus","plumbeus","Turdus plumbeus",75
7630,"Varied Thrush","Passeriformes","Turdidae","Ixoreus","naevius","Ixoreus naevius",79.35
7631,"Aztec Thrush","Passeriformes","Turdidae","Ridgwayia","pinicola","Ridgwayia pinicola",88
7040,"Gray Catbird","Passeriformes","Mimidae","Dumetella","carolinensis","Dumetella carolinensis",37.65
17090,"Black Catbird","Passeriformes","Mimidae","Melanoptila","glabrirostris","Melanoptila glabrirostris",36
7030,"Northern Mockingbird","Passeriformes","Mimidae","Mimus","polyglottos","Mimus polyglottos",48.45
17100,"Tropical Mockingbird","Passeriformes","Mimidae","Mimus","gilvus","Mimus gilvus",58
17110,"Socorro Mockingbird","Passeriformes","Mimidae","Mimus","graysoni","Mimus graysoni",76
7031,"Bahama Mockingbird","Passeriformes","Mimidae","Mimus","gundlachii","Mimus gundlachii",67
7020,"Sage Thrasher","Passeriformes","Mimidae","Oreoscoptes","montanus","Oreoscoptes montanus",44.25
7050,"Brown Thrasher","Passeriformes","Mimidae","Toxostoma","rufum","Toxostoma rufum",68.5
7060,"Long-billed Thrasher","Passeriformes","Mimidae","Toxostoma","longirostre","Toxostoma longirostre",67.5
17120,"Cozumel Thrasher","Passeriformes","Mimidae","Toxostoma","guttatum","Toxostoma guttatum",52.8
7090,"Gray Thrasher","Passeriformes","Mimidae","Toxostoma","cinereum","Toxostoma cinereum",64
7080,"Bendire's Thrasher","Passeriformes","Mimidae","Toxostoma","bendirei","Toxostoma bendirei",62.2
17130,"Ocellated Thrasher","Passeriformes","Mimidae","Toxostoma","ocellatum","Toxostoma ocellatum",84
7070,"Curve-billed Thrasher","Passeriformes","Mimidae","Toxostoma","curvirostre","Toxostoma curvirostre",78.35
7100,"California Thrasher","Passeriformes","Mimidae","Toxostoma","redivivum","Toxostoma redivivum",84.4
7120,"Crissal Thrasher","Passeriformes","Mimidae","Toxostoma","crissale","Toxostoma crissale",62.7
7110,"Le Conte's Thrasher","Passeriformes","Mimidae","Toxostoma","lecontei","Toxostoma lecontei",61.8
17150,"Blue Mockingbird","Passeriformes","Mimidae","Melanotis","caerulescens","Melanotis caerulescens",63
17160,"Blue-and-white Mockingbird","Passeriformes","Mimidae","Melanotis","hypoleucus","Melanotis hypoleucus",62
17180,"Pearly-eyed Thrasher","Passeriformes","Mimidae","Margarops","fuscatus","Margarops fuscatus",75
4930,"European Starling","Passeriformes","Sturnidae","Sturnus","vulgaris","Sturnus vulgaris",80.5
4932,"Common Myna","Passeriformes","Sturnidae","Acridotheres","tristis","Acridotheres tristis",137
17520,"Hill Myna","Passeriformes","Sturnidae","Gracula","religiosa","Gracula religiosa",192
4931,"Crested Myna","Passeriformes","Sturnidae","Acridotheres","cristatellus","Acridotheres cristatellus",113
7491,"Siberian Accentor","Passeriformes","Prunellidae","Prunella","montanella","Prunella montanella",17.45
6960,"Eastern Yellow Wagtail","Passeriformes","Motacillidae","Motacilla","tschutschensis","Motacilla tschutschensis",17.45
6961,"Gray Wagtail","Passeriformes","Motacillidae","Motacilla","cinerea","Motacilla cinerea",17.35
6940,"White Wagtail","Passeriformes","Motacillidae","Motacilla","alba","Motacilla alba",20.75
6982,"Tree Pipit","Passeriformes","Motacillidae","Anthus","trivialis","Anthus trivialis",23.4
6983,"Olive-backed Pipit","Passeriformes","Motacillidae","Anthus","hodgsoni","Anthus hodgsoni",22.65
6981,"Pechora Pipit","Passeriformes","Motacillidae","Anthus","gustavi","Anthus gustavi",19.8
6990,"Red-throated Pipit","Passeriformes","Motacillidae","Anthus","cervinus","Anthus cervinus",20.4
6970,"American Pipit","Passeriformes","Motacillidae","Anthus","rubescens","Anthus rubescens",20.85
7000,"Sprague's Pipit","Passeriformes","Motacillidae","Anthus","spragueii","Anthus spragueii",23.45
6180,"Bohemian Waxwing","Passeriformes","Bombycillidae","Bombycilla","garrulus","Bombycilla garrulus",50.5
6190,"Cedar Waxwing","Passeriformes","Bombycillidae","Bombycilla","cedrorum","Bombycilla cedrorum",32.35
6185,"unid. Cedar Waxwing / Bohemian Waxwing","Passeriformes","Bombycillidae","Bombycilla","garrulus / cedrorum","Bombycilla garrulus",50.5
17220,"Gray Silky-flycatcher","Passeriformes","Ptilogonatidae","Ptilogonys","cinereus","Ptilogonys cinereus",34
6200,"Phainopepla","Passeriformes","Ptilogonatidae","Phainopepla","nitens","Phainopepla nitens",20.85
6510,"Olive Warbler","Passeriformes","Peucedramidae","Peucedramus","taeniatus","Peucedramus taeniatus",11.15
5360,"Lapland Longspur","Passeriformes","Calcariidae","Calcarius","lapponicus","Calcarius lapponicus",23.65
